Date,VisTeam,VisRushingYards,VisRushingAttempts,VisPassingYards,VisPassingAttempts,VisPassingCompletions,VisPenalties,VisPenaltyYards,VisFumblesLost,VisInterceptionsThrown,Vis1stDowns,Vis3rdDownAttempts,Vis3rdDownConversions,Vis4thDownAttempts,Vis4thDownConversions,VisTimeofPossession,VisScore,HomeTeam,HomeRushingYards,HomeRushingAttempts,HomePassingYards,HomePassingAttempts,HomePassingCompletions,HomePenalties,HomePenaltyYards,HomeFumblesLost,HomeInterceptionsThrown,Home1stDowns,Home3rdDownAttempts,Home3rdDownConversions,Home4thDownAttempts,Home4thDownConversions,HomeTimeofPossession,HomeScore,Winner,WinnerTag
11/18/2017,Kansas State,217,49,204,13,10,6,41,1,0,18,12,3,0,0,2101,45,Oklahoma State,85,31,425,53,32,2,25,0,2,30,13,3,2,1,1499,40,Kansas State,KSU43057
11/18/2017,Syracuse,197,45,138,34,13,7,52,0,4,22,13,3,2,1,1771,10,Louisville,411,42,316,30,17,11,85,0,0,27,16,9,4,2,1829,56,Louisville,LOU43057
11/18/2017,SMU,259,37,218,35,15,5,39,1,0,28,12,3,1,1,1719,45,Memphis,333,46,331,28,22,11,132,0,1,32,11,6,1,1,1881,66,Memphis,MEM43057
11/18/2017,Maryland,83,31,121,25,13,6,45,1,0,12,15,5,0,0,1522,7,Michigan State,271,51,20,14,2,3,36,1,0,19,13,5,0,0,2078,17,Michigan State,MSU43057
11/18/2017,Navy,277,72,41,8,3,2,16,0,1,23,18,8,6,4,2562,17,Notre Dame,163,31,164,18,9,3,35,1,0,16,8,4,0,0,1038,24,Notre Dame,ND43057
11/18/2017,Army,534,67,27,3,1,6,65,1,0,25,11,8,2,1,2053,49,North Texas,103,33,386,36,24,1,1,0,1,25,11,7,2,2,1547,52,North Texas,NT43057
11/18/2017,Minnesota,139,38,43,11,2,2,18,2,3,7,11,1,0,0,1554,0,Northwestern,277,55,86,13,9,3,30,0,0,22,14,6,2,1,2046,39,Northwestern,NW43057
11/18/2017,Rice,241,50,90,12,8,4,30,1,1,18,11,5,1,0,2003,21,Old Dominion,172,39,188,29,20,2,20,0,0,21,15,7,0,0,1597,24,Old Dominion,OD43057
11/18/2017,Illinois,89,28,16,14,4,7,55,1,0,5,12,1,0,0,1364,14,OSU,325,59,218,29,16,7,68,1,0,27,18,10,2,2,2236,52,OSU,OSU43057
11/18/2017,Oklahoma,157,36,312,35,23,8,63,0,0,24,14,3,2,2,1999,41,Kansas,32,27,123,34,19,5,60,1,1,10,16,2,0,0,1601,3,Oklahoma,OU43057
11/18/2017,Nebraska,67,26,399,41,26,9,89,0,0,21,15,5,1,1,1789,44,Penn State,263,35,346,39,26,5,39,1,0,32,12,8,0,0,1811,56,Penn State,PSU43057
11/18/2017,Purdue,65,29,229,37,22,3,30,0,0,20,15,7,0,0,1577,24,Iowa,82,38,176,33,16,6,56,1,1,17,16,7,2,2,2023,15,Purdue,PUR43057
11/18/2017,Wofford,155,41,72,9,5,3,21,1,2,14,9,4,1,0,1588,10,South Carolina,195,38,194,28,22,3,31,0,0,23,11,6,3,2,2012,31,South Carolina,SUCK43057
11/18/2017,TCU,204,42,85,17,6,6,55,1,0,17,12,4,0,0,1800,27,Texas Tech,174,41,153,36,18,5,55,1,1,21,20,9,2,1,1800,3,TCU,TCU43057
11/18/2017,Texas,233,42,187,27,17,6,75,0,1,18,15,6,1,1,1954,28,West Virginia,56,29,239,34,20,6,49,2,0,17,16,4,2,1,1646,14,Texas,TEX43057
11/18/2017,Houston,220,33,225,26,18,5,46,1,1,22,11,6,2,0,1416,17,Tulane,166,47,251,25,17,5,42,0,1,23,15,8,0,0,2184,20,Tulane,TULN43057
11/18/2017,UCF,130,40,254,28,18,7,55,0,0,17,13,5,2,0,1729,45,Temple,196,35,201,42,17,6,57,1,4,19,15,4,5,4,1871,19,UCF,UCF43057
11/18/2017,UAB,3,18,177,20,14,3,15,2,2,8,7,1,0,0,1076,7,Florida,257,50,152,30,15,6,60,0,0,25,17,7,1,1,2524,36,Florida,UF43057
11/18/2017,Kentucky,124,37,138,23,12,2,30,0,1,17,13,4,2,1,1780,13,Georgia,381,44,123,14,9,7,59,0,1,25,8,4,0,0,1820,42,Georgia,UGA43057
11/18/2017,W Carolina,151,37,153,33,16,3,27,2,0,17,15,4,0,0,1912,10,UNC,313,43,298,30,20,4,33,0,0,31,9,5,0,0,1688,65,UNC,UNC43057
11/18/2017,UNLV,323,46,211,25,13,1,5,0,0,25,15,7,0,0,1821,38,New Mexico,482,56,0,4,0,5,49,0,1,19,12,6,0,0,1779,35,UNLV,UNLV43057
11/18/2017,Charlotte,142,38,96,25,9,5,55,0,2,14,16,5,2,1,1739,21,Southern Miss,363,42,221,27,20,5,34,0,0,27,7,2,1,1,1861,66,Southern Miss,USM43057
11/18/2017,Hawaii,172,47,146,35,19,8,60,1,0,20,19,5,5,1,2305,0,Utah State,311,39,164,20,12,2,10,0,1,20,11,5,0,0,1295,38,Utah State,UTSU43057
11/18/2017,Pitt,55,30,311,33,20,1,5,0,2,16,12,2,3,2,1687,14,VT,157,40,218,37,17,4,25,0,1,18,19,10,1,0,1913,20,VT,VT43057
11/18/2017,Michigan,58,37,176,26,11,4,28,1,0,13,17,5,1,0,1695,10,Wisconsin,182,40,143,19,9,4,35,0,1,14,15,5,0,0,1905,24,Wisconsin,WIS43057
11/18/2017,Mid Tennessee,137,33,294,46,27,5,68,1,0,27,16,6,0,0,1616,38,W Kentucky,53,33,485,54,39,7,69,2,0,25,18,7,3,1,1984,41,W Kentucky,#N/A
11/18/2017,UMass,69,33,230,35,21,3,30,0,0,18,15,4,0,0,1900,16,BYU,42,26,257,45,21,5,35,0,4,17,16,5,2,0,1700,10,UMass,#N/A
11/18/2017,Miss St,195,48,153,23,12,4,47,2,0,19,17,8,3,2,2011,28,Arkansas,97,34,124,18,12,4,35,1,0,12,11,3,2,0,1589,21,Miss St,#N/A
11/18/2017,South Alabama,29,16,166,37,16,4,37,1,2,10,13,2,1,0,1249,0,Ga Southern,356,68,227,17,11,5,45,0,0,26,16,7,3,2,2351,52,Ga Southern,#N/A
11/18/2017,New Mexico St,89,19,313,44,32,6,49,0,3,26,10,4,1,1,1378,34,LA-Lafayette,279,47,226,35,21,6,60,0,0,29,14,5,2,2,2222,47,LA-Lafayette,#N/A
11/18/2017,UVA,55,28,384,37,28,6,40,2,1,18,13,4,3,0,1947,28,Miami (FL),148,32,210,28,15,4,40,0,2,15,13,6,0,0,1653,44,Miami (FL),#N/A
11/18/2017,LA Tech,343,49,203,28,15,8,70,2,0,28,14,9,0,0,1944,42,UTEP,164,36,246,25,11,9,65,1,2,18,11,3,2,1,1656,21,LA Tech,#N/A
11/19/2017,Boston College,330,49,55,15,7,3,25,1,0,14,15,5,1,1,1731,39,UConn,171,41,241,33,14,7,47,0,3,15,20,6,2,1,1869,16,Boston College,BC43058
11/19/2017,Air Force,181,51,115,13,7,6,63,3,0,18,12,5,1,1,1834,19,Boise State,90,29,338,26,18,6,53,0,0,19,12,6,0,0,1766,44,Boise State,BSU43058
11/19/2017,FIU,85,31,218,33,20,6,55,0,0,18,12,3,3,1,1826,24,FAU,333,46,239,25,18,8,64,0,1,27,10,6,1,1,1774,52,FAU,FAU43058
11/19/2017,LSU,200,43,81,15,11,1,9,0,0,17,12,4,0,0,1711,30,Tennessee,38,34,249,25,14,5,26,2,0,12,16,6,4,1,1889,10,LSU,LSU43058
11/19/2017,Missouri,191,39,235,25,10,11,56,0,0,17,16,8,2,0,1473,45,Vanderbilt,51,30,348,52,28,6,45,0,3,25,16,5,3,1,2127,17,Missouri,MIZZ43058
11/19/2017,Arizona,171,45,159,35,18,8,94,0,2,27,16,6,2,1,1882,28,Oregon,353,50,235,21,14,12,117,0,1,24,13,8,0,0,1718,48,Oregon,ORG43058
11/19/2017,Nevada,34,18,414,55,33,2,20,1,1,18,14,5,3,1,1571,23,San Diego State,289,48,205,23,15,7,75,1,0,25,13,6,1,1,2029,42,San Diego State,SDSU43058
11/19/2017,Cal,155,28,182,29,20,5,45,0,1,19,12,6,2,2,1591,14,Stanford,193,38,185,26,17,5,40,0,1,21,12,6,2,1,2009,17,Stanford,STAN43058
11/19/2017,Texas A&M,119,44,272,32,19,7,65,0,1,18,19,7,0,0,1967,31,Ole Miss,202,39,189,34,19,13,102,1,1,19,17,6,1,0,1633,24,Texas A&M,TAMU43058
11/19/2017,UCLA,80,31,421,52,32,12,100,1,1,28,19,10,1,1,1818,23,USC,153,41,264,28,17,11,115,0,1,24,10,2,2,1,1782,28,USC,USC43058
11/19/2017,Marshall,40,23,189,23,16,7,70,1,1,12,10,5,1,0,1443,7,UTSA,88,39,267,39,26,4,24,1,0,23,16,7,4,2,2157,9,UTSA,UTSA43058
11/19/2017,North Carolina St,175,42,327,52,34,5,64,2,1,28,23,14,4,3,2467,24,Wake Forest,87,28,247,28,19,4,40,0,1,18,11,3,2,2,1133,30,Wake Forest,WAKE43058
11/19/2017,Utah,117,45,293,27,19,3,30,0,1,22,15,5,3,3,1899,30,Washington,123,32,354,35,26,2,10,0,0,23,12,6,2,1,1701,33,Washington,WSH43058
11/22/2017,Bowling Green,209,31,256,34,21,8,78,1,1,22,11,4,1,0,1545,31,Eastern Michican,266,53,124,27,13,4,55,0,1,22,17,9,1,1,2055,34,Eastern Michican,EMU43061
11/22/2017,Miami-OH,125,29,148,27,15,2,15,0,0,14,12,5,0,0,1503,28,Ball State,293,56,98,29,13,6,55,1,2,23,18,6,6,3,2097,7,Miami-OH,MIOH43061
11/22/2017,Kent State,161,45,85,19,9,9,84,1,2,13,13,3,0,0,1872,14,Akron,122,39,69,20,6,5,20,0,1,15,12,2,0,0,1728,24,Akron,ZIPS43061
11/24/2017,Ohio,159,43,265,30,15,4,30,1,1,20,17,7,2,1,2152,24,Buffalo,56,26,294,30,19,4,39,0,0,16,12,5,0,0,1448,31,Buffalo,BUFF43063
11/24/2017,N Illinois,137,40,128,36,20,7,60,0,2,19,17,5,0,0,1884,24,Central Michigan,139,33,247,39,20,9,87,0,1,16,17,4,1,1,1716,31,Central Michigan,CMU43063
11/24/2017,Navy,217,60,74,8,3,4,32,0,1,19,16,6,3,1,2191,14,Houston,103,32,277,27,21,4,43,2,0,16,13,3,1,1,1409,24,Houston,HOU43063
11/24/2017,Iowa,313,47,192,20,13,3,30,0,0,23,11,4,4,1,1989,56,Nebraska,67,21,200,42,23,3,19,0,3,12,15,5,2,0,1611,14,Iowa,IOWA43063
11/24/2017,Missouri,248,60,448,42,25,10,77,0,2,35,18,10,1,1,2001,48,Arkansas,133,31,313,30,14,8,76,0,1,19,13,5,1,1,1599,45,Missouri,MIZZ43063
11/24/2017,Ole Miss,108,32,247,22,10,13,121,1,1,11,12,2,0,0,1350,31,Miss St,294,62,207,32,14,9,88,3,2,27,20,7,4,2,2250,28,Ole Miss,OLE43063
11/24/2017,Miami (FL),45,23,187,36,15,6,52,1,0,14,15,4,0,0,1410,14,Pitt,152,45,193,29,18,5,54,2,0,20,17,8,1,1,2190,24,Pitt,PITT43063
11/24/2017,New Mexico,82,34,167,30,16,5,35,0,2,11,17,5,2,1,1939,10,San Diego State,265,37,198,21,14,5,35,1,1,19,9,4,0,0,1661,35,San Diego State,SDSU43063
11/24/2017,Baylor,79,29,314,34,21,10,75,1,2,14,14,3,0,0,1634,22,TCU,113,36,325,36,26,3,23,0,0,25,14,5,1,0,1966,45,TCU,TCU43063
11/24/2017,W Michigan,95,31,180,29,13,4,53,0,2,15,14,4,1,1,1552,10,Toledo,155,38,300,29,19,6,50,0,1,22,14,7,0,0,2048,37,Toledo,TOL43063
11/24/2017,Texas State,153,45,147,21,14,5,45,2,2,14,13,2,0,0,1908,9,Troy,154,31,487,35,26,3,15,0,0,22,11,4,1,0,1692,62,Troy,TROY43063
11/24/2017,USF,150,39,503,45,24,10,102,1,1,27,17,8,1,0,1843,42,UCF,160,41,373,44,29,6,38,0,1,33,14,6,2,0,1744,49,UCF,UCF43063
11/25/2017,Arkansas State,261,44,520,38,26,10,108,0,1,31,15,9,0,0,1837,67,UL Monroe,136,39,454,37,21,8,80,1,3,27,12,7,0,0,1763,50,Arkansas State,ARST43064
11/25/2017,Arizona,245,51,194,21,15,4,45,0,1,23,16,7,1,0,1927,30,Arizona State,227,49,163,17,11,5,50,1,1,19,15,11,0,0,1673,42,Arizona State,ASU43064
11/25/2017,Alabama,209,37,168,24,14,8,60,1,0,19,11,3,4,1,1438,14,Auburn,168,49,240,29,22,4,40,1,0,25,18,9,0,0,2162,26,Auburn,AUB43064
11/25/2017,Boston College,333,56,248,20,16,1,15,1,0,24,14,8,5,1,2100,42,Syracuse,135,28,280,34,24,2,13,2,1,19,12,4,3,1,1500,14,Boston College,BC43064
11/25/2017,UConn,176,52,273,51,27,4,37,0,1,29,24,11,3,3,2380,21,Cincinnati,136,26,199,28,19,5,44,0,1,19,10,4,1,0,1220,22,Cincinnati,CINN43064
11/25/2017,Duke,97,45,346,44,25,4,20,0,3,22,20,6,4,3,2230,31,Wake Forest,145,35,191,34,16,2,10,1,2,14,17,6,1,0,1370,23,Duke,DUKE43064
11/25/2017,FAU,316,63,245,22,18,1,15,2,0,31,13,6,4,1,2165,31,Charlotte,84,30,171,22,10,2,15,0,0,10,13,3,2,0,1435,12,FAU,FAU43064
11/25/2017,W Kentucky,46,28,355,49,30,4,32,3,0,23,15,6,4,1,1775,17,FIU,122,34,251,27,18,2,19,0,0,18,14,7,1,1,1825,41,FIU,FIU43064
11/25/2017,Boise State,107,31,294,36,25,6,48,0,0,19,14,6,2,0,1936,17,Fresno State,99,30,332,36,23,3,40,0,0,18,16,9,0,0,1664,28,Fresno State,FRES43064
11/25/2017,FSU,88,34,128,21,10,7,55,0,1,12,13,4,0,0,1737,38,Florida,96,34,184,39,18,4,50,1,3,17,16,6,2,1,1863,22,FSU,FSU43064
11/25/2017,Iowa State,115,30,264,36,24,9,85,0,0,18,16,9,1,1,2012,19,Kansas State,109,30,155,22,16,4,45,0,0,12,11,5,2,1,1588,20,Kansas State,KSU43064
11/25/2017,Louisville,346,43,216,21,15,6,55,0,0,32,11,6,2,2,1769,44,Kentucky,228,43,110,19,8,7,86,0,0,20,13,6,2,1,1831,17,Louisville,LOU43064
11/25/2017,ECU,115,37,351,54,28,8,74,0,3,27,18,7,4,2,2390,13,Memphis,333,34,302,15,10,8,88,0,0,23,6,3,1,1,1210,70,Memphis,MEM43064
11/25/2017,Michigan State,209,58,222,31,21,9,80,0,0,27,21,13,1,1,2870,40,Rutgers,14,12,98,19,6,5,44,1,2,5,7,0,0,0,730,7,Michigan State,MSU43064
11/25/2017,UNLV,164,50,160,23,12,1,5,1,0,22,18,9,3,1,2190,16,Nevada,117,29,294,34,25,3,35,1,1,18,12,6,1,0,1410,23,Nevada,NEV43064
11/25/2017,Idaho,41,38,174,35,19,4,20,1,2,16,18,4,3,2,1915,10,New Mexico St,172,37,231,49,31,6,60,1,1,23,22,11,1,1,1685,17,New Mexico St,NMST43064
11/25/2017,North Texas,188,44,195,25,18,3,20,0,1,25,11,4,0,0,1932,30,Rice,175,42,107,16,6,5,40,0,1,13,13,4,4,0,1668,14,North Texas,NT43064
11/25/2017,Northwestern,306,47,140,21,13,3,30,0,1,21,13,4,1,1,1949,42,Illinois,100,33,139,31,14,6,59,1,2,11,16,4,1,0,1651,7,Northwestern,NW43064
11/25/2017,Kansas,69,30,172,32,17,3,19,0,1,11,18,6,0,0,1584,17,Oklahoma State,167,42,494,44,32,4,30,0,0,29,17,9,1,1,2016,58,Oklahoma State,OKST43064
11/25/2017,OSU,226,48,124,15,9,9,75,0,0,17,16,8,0,0,1877,21,Michigan,100,36,195,32,17,6,50,0,1,16,17,9,1,0,1723,20,OSU,OSU43064
11/25/2017,West Virginia,250,51,137,20,10,6,39,2,0,24,13,6,2,2,2112,31,Oklahoma,313,35,333,19,16,9,102,0,0,27,7,3,3,2,1488,59,Oklahoma,OU43064
11/25/2017,Penn State,286,48,248,40,25,2,10,0,0,28,17,11,1,1,2251,66,Maryland,124,25,179,37,21,8,91,2,0,11,15,1,3,0,1349,3,Penn State,PSU43064
11/25/2017,Indiana,124,32,373,60,32,7,84,0,1,20,24,9,4,2,1775,24,Purdue,272,43,181,30,16,4,17,1,0,22,14,4,1,1,1825,31,Purdue,PUR43064
11/25/2017,Wyoming,187,43,170,38,18,4,35,0,2,17,20,5,2,1,1892,17,San Jose State,146,43,174,29,15,5,55,1,1,14,15,2,0,0,1708,20,San Jose State,SJSU43064
11/25/2017,Tulane,171,43,314,31,18,5,40,1,0,27,13,7,3,1,1786,38,SMU,103,33,375,33,24,5,24,1,2,24,11,6,2,2,1814,41,SMU,SMU43064
11/25/2017,Temple,193,34,258,29,21,10,123,0,0,20,13,5,1,1,1752,43,Tulsa,314,54,55,19,6,6,55,1,2,25,14,3,1,1,1848,22,Temple,TEM43064
11/25/2017,Texas Tech,62,34,333,45,20,8,51,0,2,16,18,5,1,1,1724,27,Texas,116,33,272,51,29,5,37,2,2,18,22,7,2,2,1876,23,Texas Tech,TTU43064
11/25/2017,UTEP,101,30,107,20,8,7,60,0,2,10,11,2,2,1,1609,7,UAB,175,45,159,25,15,3,40,0,0,23,16,10,0,0,1991,28,UAB,UAB43064
11/25/2017,Cal,216,42,242,41,25,11,84,1,0,26,15,4,2,1,1995,27,UCLA,69,37,393,36,27,7,64,1,0,24,14,5,1,1,1605,30,UCLA,UCLA43064
11/25/2017,Georgia,247,43,224,17,12,2,25,0,0,23,10,6,1,0,1814,38,Georgia Tech,188,46,38,9,2,3,40,0,1,12,15,8,1,0,1786,7,Georgia,UGA43064
11/25/2017,Southern Miss,201,45,170,35,16,8,85,1,0,22,17,8,0,0,1900,28,Marshall,74,26,308,44,26,6,52,2,1,23,11,3,0,0,1700,27,Southern Miss,USM43064
11/25/2017,Vanderbilt,246,43,283,31,20,8,60,0,0,33,15,11,3,1,2295,42,Tennessee,55,21,183,22,14,5,27,0,1,15,8,2,0,0,1305,24,Vanderbilt,VAND43064
11/25/2017,VT,202,53,143,21,14,4,20,0,1,20,18,7,2,2,2236,10,UVA,5,20,186,34,17,4,50,1,0,9,15,4,2,1,1364,0,VT,VT43064
11/25/2017,Wisconsin,287,39,169,21,17,3,34,1,0,20,12,7,0,0,2002,31,Minnesota,93,39,40,9,3,1,10,0,0,8,13,3,1,1,1598,0,Wisconsin,WIS43064
11/25/2017,Ga Southern,389,63,75,11,6,5,40,0,0,23,15,6,2,2,2402,34,LA-Lafayette,149,18,230,30,16,4,47,0,3,13,11,3,1,0,1198,24,Ga Southern,#N/A
11/25/2017,Old Dominion,185,33,120,27,15,5,55,0,0,14,14,3,4,1,1340,10,Mid Tennessee,320,50,266,30,21,4,50,0,2,30,17,10,2,2,2260,41,Mid Tennessee,#N/A
11/25/2017,Appalachian St,323,46,107,23,15,8,65,0,2,20,16,10,3,2,1864,31,Georgia State,91,26,201,35,22,6,75,0,1,14,14,4,0,0,1736,10,Appalachian St,#N/A
11/25/2017,UNC,83,24,277,45,21,12,127,0,2,22,14,4,1,1,1396,21,North Carolina St,292,45,204,30,20,11,108,0,1,25,14,6,2,1,2204,33,North Carolina St,#N/A
11/26/2017,Utah State,237,29,284,30,17,8,67,1,0,19,12,4,2,0,1329,35,Air Force,407,82,33,12,4,2,10,0,1,28,20,11,2,1,2271,38,Air Force,AIR43065
11/26/2017,BYU,285,54,166,24,14,1,6,2,0,26,18,9,4,3,2190,30,Hawaii,28,15,258,38,28,6,55,1,0,13,11,3,3,1,1410,20,BYU,BYU43065
11/26/2017,Clemson,184,45,285,38,25,2,25,0,2,27,16,7,3,2,2126,34,South Carolina,81,25,126,29,16,9,76,0,2,10,15,6,0,0,1474,10,Clemson,CU43065
11/26/2017,Texas A&M,55,27,227,30,16,5,54,1,3,14,11,3,1,1,1229,21,LSU,250,56,351,31,20,2,30,1,0,27,15,8,0,0,2371,45,LSU,LSU43065
11/26/2017,Oregon State,98,36,113,23,12,9,86,1,2,15,15,4,1,0,1780,10,Oregon,311,49,266,26,16,12,138,0,0,28,16,9,2,2,1820,69,Oregon,ORG43065
11/26/2017,Notre Dame,154,44,261,29,12,8,81,1,2,17,19,8,2,1,1716,20,Stanford,152,38,176,22,14,3,30,0,0,18,11,2,0,0,1884,38,Stanford,STAN43065
11/26/2017,Colorado,124,35,195,28,14,6,75,1,0,17,15,7,2,1,1473,13,Utah,310,52,181,24,15,2,22,0,0,29,12,6,0,0,2127,34,Utah,UTAH43065
11/26/2017,Washington St,-24,15,369,55,37,4,34,1,3,19,13,6,0,0,1760,14,Washington,328,45,93,17,11,2,15,0,0,20,9,2,0,0,1840,41,Washington,WSH43065
11/26/2017,UTSA,110,45,91,16,9,6,34,0,2,15,15,6,1,1,1981,6,LA Tech,193,37,101,21,7,3,30,1,1,19,12,7,0,0,1619,20,LA Tech,#N/A
12/2/2017,Ga Southern,197,51,87,17,7,5,25,1,1,16,18,11,2,0,1886,17,Coastal Carolina,185,42,180,17,9,4,30,0,1,17,11,4,2,1,1714,28,Coastal Carolina,CCU43071
12/2/2017,North Texas,81,35,356,45,28,6,57,0,2,26,15,5,2,0,1911,17,FAU,281,42,352,30,18,9,73,1,0,22,14,6,1,1,1689,41,FAU,FAU43071
12/2/2017,UMass,156,24,392,49,34,6,57,2,1,26,11,5,2,2,1466,45,FIU,379,49,295,25,20,5,50,1,1,26,15,11,0,0,2134,63,FIU,FIU43071
12/2/2017,UL Monroe,38,22,262,47,28,5,38,0,0,17,15,5,3,1,1652,10,FSU,305,45,199,23,15,4,30,0,2,26,9,7,0,0,1948,42,FSU,FSU43071
12/2/2017,South Alabama,22,24,331,46,26,2,26,1,2,21,14,5,0,0,1615,17,New Mexico St,40,23,451,61,40,9,55,0,1,26,18,10,2,0,1985,22,New Mexico St,NMST43071
12/2/2017,TCU,83,24,234,37,27,7,70,1,1,20,11,5,1,0,1481,17,Oklahoma,218,43,243,23,15,3,30,0,0,22,13,5,2,2,2119,41,Oklahoma,OU43071
12/2/2017,Akron,113,33,283,42,18,3,25,1,1,20,18,6,3,1,1678,28,Toledo,254,39,307,37,23,4,43,3,2,26,11,4,1,1,1922,45,Toledo,TOL43071
12/2/2017,Memphis,282,45,471,44,30,14,127,1,1,32,14,6,1,1,2009,55,UCF,232,39,494,40,28,8,68,1,3,32,13,8,1,1,1591,62,UCF,UCF43071
12/2/2017,Georgia,238,41,183,22,16,7,91,0,0,20,11,2,2,1,1982,28,Auburn,114,31,145,32,16,5,39,2,0,18,13,4,1,0,1618,7,Georgia,UGA43071
12/2/2017,Stanford,151,38,192,22,10,7,73,0,0,18,12,6,1,0,1726,28,USC,176,43,325,24,17,9,76,1,0,22,13,6,2,2,1874,31,USC,USC43071
12/2/2017,Idaho,147,40,228,30,16,5,37,0,0,18,17,6,3,1,1790,24,Georgia State,159,39,271,45,27,2,20,3,1,26,17,7,1,1,1810,10,Idaho,#N/A
12/2/2017,LA-Lafayette,162,35,207,26,15,1,15,1,2,18,11,4,3,1,1672,14,Appalachian St,357,47,251,23,18,5,50,0,0,27,13,9,3,2,1928,63,Appalachian St,#N/A
12/3/2017,Fresno State,137,35,172,34,16,8,57,0,1,19,13,2,1,1,1768,14,Boise State,109,38,255,32,17,9,70,0,0,19,17,6,0,0,1832,17,Boise State,BSU43072
12/3/2017,Miami (FL),104,30,110,29,14,4,30,1,2,10,16,3,0,0,1554,3,Clemson,77,41,254,34,25,2,13,1,0,18,18,9,1,0,2046,38,Clemson,CU43072
12/3/2017,OSU,238,42,211,26,12,5,48,1,2,16,16,6,2,2,1554,27,Wisconsin,60,32,238,41,20,6,55,0,2,16,16,5,1,0,2046,21,OSU,OSU43072
12/3/2017,Troy,47,25,246,41,23,7,46,1,0,14,18,6,1,1,1579,32,Arkansas State,169,44,437,50,31,7,65,0,3,32,18,9,1,0,2021,25,Troy,TROY43072
